Mensaje,Valor del carrito (ARS),Productos en el carrito,Mensaje generado,Relevancia (1-5),Precision factual (1-5),Persuasion (1-5),Uso de contexto (1-5),Claridad (1-5),Observaciones
M-44,100000,"1x Auriculares Bluetooth Pro, 1x Teclado Mecanico RGB","Asunto: Cliente 03, completa tu compra en TechNova

---

Hola Cliente 03,

Vimos que dejaste productos en tu carrito y queremos ayudarte a finalizarlos.

Tenías seleccionados:
- Teclado Mecánico RGB (x1) - $55000
- Auriculares Bluetooth Pro (x1) - $45000

Total: $100000 ARS

Te recordamos dos beneficios que seguramente te interesarán:

1. Puedes pagar en 3 cuotas sin interés en compras mayores a $500, facilitando tu presupuesto.

2. Ambos productos incluyen garantía oficial de 12 meses y tienes 30 días para devolveros si lo necesitaras sin hacer preguntas.

También realizamos envíos a todo el país en 48 horas.

Para completar tu compra, ingresá aquí: http://localhost:5173/checkout

Cualquier consulta, estamos disponibles.

Saludos,
TechNova",,,,,,
M-45,105000,"1x SSD 1TB NVMe, 1x Mouse Pad XL","Asunto: Cliente 10, completÃ¡ tu compra y recibila en 48hs
 
 Hola Cliente 10,
 
 NotÃ© que dejaste algunos productos en tu carrito que se ven muy interesantes.
 
 Te recordamos que tenÃ­as seleccionados:
 - Mouse Pad XL: $20000
 - SSD 1TB NVMe: $85000
 
 Total: $105000 ARS
 
 Queremos que sepas dos cosas que hacen que esta compra sea aÃºn mejor: Primero, recibirÃ¡s tu pedido en solo 48 horas a cualquier lugar del paÃ­s. Segundo, puedes pagar en 3 cuotas sin interÃ©s, lo que hace que sea mucho mÃ¡s accesible para tu bolsillo.
 
 AdemÃ¡s, todos nuestros productos incluyen garantÃ­a oficial de 12 meses y tenÃ©s 30 dÃ­as para devolver lo que no te satisfaga sin ninguna pregunta.
 
 CompletÃ¡ tu compra aquÃ­: http://localhost:5173/checkout
 
 Si tenÃ©s alguna duda, estamos acÃ¡ para ayudarte.
 
 Saludos,
 TechNova",,,,,,
M-46,40000,2x Mouse Pad XL,"Asunto: Cliente 01, tu carrito te espera en TechNova

Hola Cliente 01,

Vimos que dejaste 2 Mouse Pad XL en tu carrito por $40000 ARS. No queremos que te pierdas esta oferta.

Completa tu compra ahora: http://localhost:5173/checkout

Cualquier duda, estamos acá para ayudarte.

Saludos,
Equipo TechNova",,,,,,
M-47,80000,"1x Auriculares Bluetooth Pro, 1x Webcam 1080p","Asunto: Cliente 09, tus productos te esperan en TechNova

---

Hola Cliente 09,

Te escribimos porque vimos que dejaste productos en tu carrito en TechNova y queremos ayudarte a completar tu compra.

Recordamos que tenías seleccionados:
- Auriculares Bluetooth Pro (x1) - $45000
- Webcam 1080p (x1) - $35000
Total: $80000 ARS

Nos gustaría destacarte dos razones por las que esta es una excelente compra:

1. Contamos con entregas en 48 horas a todo el país, así recibís tus productos rápidamente y listo para usar.

2. Tu compra de $80000 califica para 3 cuotas sin interés, lo que hace mucho más accesible la inversión en estos equipos de calidad.

Además, todos nuestros productos incluyen garantía oficial de 12 meses y tenés 30 días para devolver sin preguntas si lo necesitás.

Finalizá tu compra haciendo clic en el siguiente enlace:

http://localhost:5173/checkout

Si tenés alguna duda, estamos a tu disposición.

Saludos cordiales,
Equipo de TechNova",,,,,,
M-48,116000,"1x Webcam 1080p, 1x Auriculares Bluetooth Pro, 1x Mouse Pad XL, 4x Cable USB-C 2m","Hola Cliente 02,

Vi que dejaste un carrito con Mouse Pad XL, Auriculares Bluetooth Pro, Webcam 1080p y 4 Cables USB-C 2m por 116 mil pesos. Un combo muy completo para tu setup.

Lo mejor es que pagás en 3 cuotas sin interés y el envío llega en 48 horas a todo el país. Todo protegido con garantía oficial de 12 meses, así que no tenés riesgo.

Completá tu compra acá: http://localhost:5173/checkout

Cualquier duda, contáctanos.

Saludos, TechNova",,,,,,
M-49,110000,"1x Auriculares Bluetooth Pro, 1x Headset Gamer 7.1","Asunto: Cliente 04, tu carrito de TechNova te estÃ¡ esperando
 
 Hola Cliente 04,
 
 Notamos que dejaste algunos productos en tu carrito y queremos ayudarte a completar tu compra.
 
 TenÃ­as seleccionados:
 - Auriculares Bluetooth Pro (x1) - $45000
 - Headset Gamer 7.1 (x1) - $65000
 
 Total: $110000 ARS
 
 Queremos recordarte dos grandes beneficios de tu compra:
 
 1. Pagos en 3 cuotas sin interÃ©s: Con una compra de este monto, puedes financiar tu pedido sin cargos adicionales, haciendo mÃ¡s accesible tu inversiÃ³n en audio de calidad.
 
 2. GarantÃ­a oficial de 12 meses: Ambos productos cuentan con protecciÃ³n completa, asÃ­ que tu compra estÃ¡ respaldada. AdemÃ¡s, contamos con devoluciones sin preguntas en 30 dÃ­as si cambias de idea.
 
 Tu pedido se entregarÃ¡ en 48 horas a cualquier lugar del paÃ­s.
 
 Finaliza tu compra aquÃ­: http://localhost:5173/checkout
 
 Cualquier duda estamos disponibles para ayudarte.
 
 Saludos,
 Equipo TechNova",,,,,,
M-50,160000,"1x SSD 1TB NVMe, 1x Teclado Mecanico RGB, 1x Mouse Pad XL","Asunto: Cliente 06, tu carrito te espera en TechNova

Hola Cliente 06,

Vimos que dejaste algunos productos en tu carrito y queremos recordarte que están reservados para ti:

Teclado Mecánico RGB (x1) - $55000
Mouse Pad XL (x1) - $20000
SSD 1TB NVMe (x1) - $85000

Total: $160000 ARS

Queremos ayudarte a completar tu compra destacando dos beneficios especiales que tienes:

Con compras mayores a $500 puedes acceder a 3 cuotas sin interés, por lo que tu inversión será mucho más accesible.

Además, todos nuestros productos cuentan con garantía oficial de 12 meses, así que tu compra está completamente protegida.

Finaliza tu compra aquí: http://localhost:5173/checkout

Si tienes preguntas, no dudes en contactarnos. Estamos para ayudarte.

Saludos,
Equipo TechNova",,,,,,
M-51,120000,"1x SSD 1TB NVMe, 1x Webcam 1080p","Hola Cliente 03,

Vi que volviste al carrito con el SSD 1TB NVMe y la Webcam 1080p por $120000 ARS. Perfecto, son excelentes productos.

Te recuerdo que podés:

- Pagar en 3 cuotas sin interés
- Recibir en 48hs a cualquier parte del país
- Contar con garantía de 12 meses en ambos

Finalizá tu compra aquí: http://localhost:5173/checkout

Cualquier duda, estoy acá.

Saludos,
TechNova",,,,,,
M-52,160000,"1x SSD 1TB NVMe, 1x Teclado Mecanico RGB, 1x Mouse Pad XL","Asunto: Cliente 08, completá tu compra en TechNova

Hola Cliente 08,

Te escribimos porque vimos que dejaste algunos productos en tu carrito y nos gustaría ayudarte a completar tu compra.

Tenías seleccionados:
- Teclado Mecánico RGB (x1) - $55000
- Mouse Pad XL (x1) - $20000
- SSD 1TB NVMe (x1) - $85000
Total: $160000 ARS

Queremos recordarte que en TechNova contás con beneficios especiales para tu compra. Primero, podés pagar en 3 cuotas sin interés en una compra de este monto. Además, todos nuestros productos tienen garantía oficial de 12 meses, así que tu inversión está completamente protegida.

Si cambiaras de idea o tuvieras dudas, tenemos política de devolución sin preguntas en los primeros 30 días. También te garantizamos entrega en 48 horas a todo el país.

Completá tu compra desde aquí:
http://localhost:5173/checkout

Cualquier duda, estamos disponibles para ayudarte.

Saludos,
Equipo de TechNova",,,,,,
M-53,64000,"3x Mouse Pad XL, 1x Cable USB-C 2m","Asunto: Cliente 06, completa tu compra en TechNova

Hola Cliente 06,

Vimos que dejaste productos en tu carrito y queremos recordarte que están listos para finalizar tu compra:

Mouse Pad XL (x3) - $20000
Cable USB-C 2m (x1) - $4000

Total: $64000 ARS

No pierdas esta oportunidad. Completa tu compra aquí: http://localhost:5173/checkout

Estamos para ayudarte si tienes dudas.

Saludos,
Equipo TechNova",,,,,,
M-54,120000,"1x SSD 1TB NVMe, 1x Webcam 1080p","Asunto: Cliente 03, completa tu compra en TechNova

Hola Cliente 03,

Notamos que dejaste en tu carrito un SSD 1TB NVMe y una Webcam 1080p, totalizando $120000 ARS. No queremos que te los pierdas.

Te recordamos dos grandes beneficios para tu compra:

1. Pagá en 3 cuotas sin interés en compras mayores a $500. Tu compra califica perfectamente.

2. Contás con garantía oficial de 12 meses en ambos productos, con devolución sin preguntas dentro de 30 días si lo necesitás.

Finaliza tu compra aquí: http://localhost:5173/checkout

Si tenés alguna pregunta, estamos disponibles para ayudarte.

Saludos,
TechNova",,,,,,
M-55,80000,"1x Auriculares Bluetooth Pro, 1x Webcam 1080p","Asunto: Cliente 08, completá tu compra en TechNova

Hola Cliente 08,

Te escribimos porque vimos que dejaste algunos productos en tu carrito y nos gustaría ayudarte a completar tu compra.

Tenías seleccionados:
- Auriculares Bluetooth Pro (x1) - $45000
- Webcam 1080p (x1) - $35000
Total: $80000 ARS

Queremos recordarte que en TechNova contás con beneficios especiales para tu compra. Primero, podés pagar en 3 cuotas sin interés ya que tu compra supera los $500. Además, todos nuestros productos tienen garantía oficial de 12 meses, así que tu inversión está completamente protegida.

Si cambiaras de idea o tuvieras dudas, tenemos política de devolución sin preguntas en los primeros 30 días. También te garantizamos entrega en 48 horas a todo el país.

Completá tu compra desde aquí:
http://localhost:5173/checkout

Cualquier duda, estamos disponibles para ayudarte.

Saludos,
Equipo de TechNova",,,,,,
